Ingredient,Molecule,PubChem_ID,conc_level
Kiwifruit,Styrene,7501.0,8.4845
Kiwifruit,2-Methylbutyraldehyde,7284.0,28.7371
Kiwifruit,3-methylthiopropanol,10448.0,186.1033
Kiwifruit,Citral,638011.0,2.6582
Kiwifruit,2-Methyl-1-propanol,6560.0,486.4842
Kiwifruit,Methyl Acetate,6584.0,13.434
Kiwifruit,Methyl jasmonate,5367719.0,9.4369
Kiwifruit,"3,4-Dihydroxybenzoic Acid",72.0,69.2274
Kiwifruit,nicotine,89594.0,8.9349
Kiwifruit,kaempferol,5280863.0,1.5749
Kiwifruit,1-Heptanol,8129.0,490.7813
Kiwifruit,CID 644104,644104.0,5.3087
Kiwifruit,Taxifolin,439533.0,7.151
Kiwifruit,D-mannitol,6251.0,4.3921
Kiwifruit,indole-3-acetic acid,802.0,10.7601
Kiwifruit,Isoquercitrin,5280804.0,7.6287
Kiwifruit,1-Pyrroline,79803.0,7.3331
Kiwifruit,Menthone,26447.0,0.6017
Kiwifruit,Ethyl Butyrate,7762.0,12.0303
Kiwifruit,Geranyl Acetate,1549026.0,17.1616
Kiwifruit,cis-3-Hexenyl acetate,5363388.0,1.4134
Kiwifruit,Propyl butyrate,7770.0,13.2564
Kiwifruit,Allyl Alcohol,7858.0,77.7035
Kiwifruit,Cianidanol,9064.0,6.1122
Kiwifruit,Methyl Valerate,12206.0,16.3566
Kiwifruit,Ethyl Crotonate,429065.0,3.0858
Kiwifruit,(Z)-Hex-3-en-1-ol (PubChem ID: 5281167),,5.3642
Kiwifruit,naringenin,439246.0,9.1596
Kiwifruit,Isobutyraldehyde,6561.0,46.7967
Kiwifruit,6-Methyl-5-Hepten-2-One,9862.0,49.1837
Kiwifruit,quercetin,5280343.0,7.3312
Kiwifruit,3-(Methylthio)propionaldehyde (PubChem ID: 18635),,36.8087
Kiwifruit,Octanal,454.0,7.3117
Kiwifruit,Thiamine Hydrochloride,6202.0,2.5328
Kiwifruit,hydrogen cyanide,768.0,6.5706
Kiwifruit,Benzyl Benzoate,2345.0,10.1528
Kiwifruit,methyl salicylate,4133.0,5.8484
Kiwifruit,trans-3-Hexen-1-ol,5284503.0,2.9686
Kiwifruit,Ethyl Acetate,8857.0,1.1446
Kiwifruit,Ethyl Isobutyrate,7342.0,3.6053
Kiwifruit,4-Hexen-3-One,5365811.0,7.6558
Kiwifruit,Neral,643779.0,1.7648
Kiwifruit,Gallocatechin,65084.0,7.4745
Kiwifruit,3-Methyl-2-butenal,61020.0,1.3699
Kiwifruit,3-Pentanone,7288.0,8.4099
Kiwifruit,trans-2-Decenal,5283345.0,0.3353
Kiwifruit,"2,4-Hexadienal",637564.0,1.4325
Kiwifruit,Methyl Hexanoate,7824.0,19.7433
Kiwifruit,Myrcene,31253.0,7.919
Kiwifruit,Heptanal,8130.0,33.9806
Kiwifruit,Alpha-Pinene,6654.0,14.8834
Kiwifruit,acetone,180.0,49.0848
Kiwifruit,2-Butanone,6569.0,4.8607
Kiwifruit,D-Lactic acid,61503.0,97.2886
Kiwifruit,4-hydroxybenzaldehyde,126.0,6.8283
Kiwifruit,luteolin,5280445.0,7.484
Kiwifruit,p-coumaric acid,637542.0,118.0468
Kiwifruit,Hotrienol,5366264.0,0.391
Litchi,coumarin,323.0,6.2847
Litchi,Daidzin,107971.0,8.2103
Litchi,2-Methylbutyraldehyde,7284.0,19.271
Litchi,3-methylthiopropanol,10448.0,412.0471
Litchi,Methyl Benzoate,7150.0,17.3882
Litchi,Citral,638011.0,5.2354
Litchi,2-Methyl-1-propanol,6560.0,8.2594
Litchi,3-Hexanone,11509.0,0.7351
Litchi,Isopentyl benzoate,7193.0,9.7143
Litchi,Geraniol,637566.0,19.1078
Litchi,1-Ethoxy-3-methyl-2-butene,5463936.0,5.7748
Litchi,alpha-Maltose,439341.0,4.6854
Litchi,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone (PubChem ID: 33931),,145.4111
Litchi,Phlorizin,6072.0,4.2461
Litchi,Methyl jasmonate,5367719.0,6.4419
Litchi,Terpinolene,11463.0,7.6351
Litchi,"3,4-Dihydroxybenzoic Acid",72.0,127.6192
Litchi,nicotine,89594.0,5.644
Litchi,kaempferol,5280863.0,8.8517
Litchi,Propyl acetate,7997.0,16.0322
Litchi,methanethiol,878.0,0.9825
Litchi,daidzein,5281708.0,8.5366
Litchi,benzaldehyde,240.0,6.7261
Litchi,benzyl alcohol,244.0,243.2679
Litchi,alpha-L-Sorbopyranose,441484.0,2.5261
Litchi,DL-Liquiritigenin,1889.0,7.9185
Litchi,CID 644104,644104.0,1.1944
Litchi,Taxifolin,439533.0,5.7449
Litchi,alpha-TERPINEOL,17100.0,13.1505
Litchi,D-mannitol,6251.0,2.7097
Litchi,indole-3-acetic acid,802.0,142.4452
Litchi,phloretin,4788.0,8.2484
Litchi,1-Pyrroline,79803.0,6.9039
Litchi,Menthone,26447.0,9.351
Litchi,Hexanal,6184.0,16.8566
Litchi,Geranyl Acetate,1549026.0,7.8407
Litchi,Linamarin,11128.0,2.7754
Litchi,2-Methyl-1-Butanol,8723.0,315.2865
Litchi,1-octanol,957.0,123.5748
Litchi,cis-3-Hexenyl acetate,5363388.0,18.3576
Litchi,Heptanoic Acid,8094.0,134.4888
Litchi,salicylic acid,338.0,99.1099
Litchi,vanillin,1183.0,9.6229
Litchi,Alpha-Phellandrene,7460.0,7.0228
Litchi,(Z)-cinnamyl alcohol (PubChem ID: 5280511),,124.4096
Litchi,Beta-Pinene,14896.0,14.3718
Litchi,cinnamyl alcohol,5315892.0,214.6946
Litchi,Ethyl Vinyl Ketone,15394.0,46.733
Litchi,Allyl Alcohol,7858.0,119.0722
Litchi,hydrogen peroxide,784.0,0.8167
Litchi,Alpha-Terpinene,7462.0,0.3526
Litchi,Isoeugenol,853433.0,7.7584
Litchi,Isobutyl Acetate,8038.0,1.7358
Litchi,betaine,247.0,9.4153
Litchi,l-Menthol,16666.0,6.3024
Litchi,(Z)-Hex-3-en-1-ol (PubChem ID: 5281167),,6.4925
Litchi,Phenethyl acetate,7654.0,10.708
Litchi,Phenylacetic Acid,999.0,189.6708
Litchi,Isobutyraldehyde,6561.0,46.3422
Litchi,naringenin,439246.0,7.5548
Litchi,cis-3-Hexenal,643941.0,6.995
Litchi,cinnamaldehyde,637511.0,12.9123
Litchi,Benzyl 3-oxobutanoate,142266.0,1.4212
Litchi,Sinapic Acid,637775.0,74.5436
Litchi,6-Methyl-5-Hepten-2-One,9862.0,37.2876
Litchi,Cyclopentanone,8452.0,7.2294
Litchi,2-Isopropyl-5-methylcyclohexanone,6986.0,4.7123
Litchi,1-Octen-3-Ol,18827.0,0.4431
Litchi,3-(Methylthio)propionaldehyde (PubChem ID: 18635),,15.5638
Litchi,2-Phenylethanol,6054.0,168.7108
Litchi,3-Octanone,246728.0,9.0406
Litchi,(+)-Neomenthol (PubChem ID: 439263),,7.6033
Litchi,succinic acid,1110.0,59.5872
Litchi,Octanal,454.0,6.0245
Litchi,NSC5112,5284639.0,9.3488
Litchi,Thiamine Hydrochloride,6202.0,2.0029
Litchi,Nonanal,31289.0,11.4688
Litchi,apigenin,5280443.0,2.3163
Litchi,phenylacetaldehyde,998.0,1.9335
Litchi,hydrogen cyanide,768.0,7.4856
Litchi,Benzyl Benzoate,2345.0,6.6606
Litchi,trans-2-Hexen-1-Ol,5318042.0,9.316
Litchi,trans-3-Hexen-1-ol,5284503.0,0.7046
Litchi,thiamine,1130.0,9.7204
Litchi,3-Phenylpropanoic acid,107.0,141.6476
Litchi,Ethyl Acetate,8857.0,9.3777
Litchi,3-Methyl-1-butanol,31260.0,216.9766
Litchi,Propionaldehyde,527.0,13.7673
Litchi,4-Hexen-3-One,5365811.0,34.7557
Litchi,Neral,643779.0,3.245
Litchi,3658-77-3,19309.0,1.7219
Litchi,3-Methyl-2-butenal,61020.0,9.6067
Litchi,3-Pentanone,7288.0,9.0533
Litchi,2-(4-Hydroxyphenyl)ethanol (PubChem ID: 10393),,80.5689
Litchi,(2-Methoxyethyl)benzene (PubChem ID: 19089),,8.1335
Litchi,Cinnamyl acetate,5282110.0,2.1466
Litchi,Acrolein,7847.0,7.3551
Litchi,(+)-delta-Cadinene (PubChem ID: 441005),,3.4015
Litchi,indole,798.0,2.3936
Litchi,Tributyrin,6050.0,2.4252
Litchi,Heptanal,8130.0,38.8525
Litchi,Alpha-Pinene,6654.0,7.5229
Litchi,2-Phenylethyl formate,7711.0,19.9289
Litchi,calcium lactate,13144.0,15.5335
Litchi,acetone,180.0,47.2687
Litchi,Isoamyl Acetate,31276.0,17.8547
Litchi,2-Butanone,6569.0,0.508
Litchi,"2,3-butanedione",650.0,6.7998
Litchi,D-Lactic acid,61503.0,31.4057
Litchi,isoliquiritigenin,638278.0,6.3925
Litchi,4-hydroxybenzaldehyde,126.0,38.3065
Litchi,Cinnamic Acid,444539.0,63.7144
Litchi,Farnesal,5280598.0,9.4894
Litchi,luteolin,5280445.0,3.2071
Litchi,"3,4-Dihydroxybenzaldehyde",8768.0,35.9385
Litchi,(Ethoxymethyl)benzene (PubChem ID: 10873),,1.9415
Litchi,p-coumaric acid,637542.0,106.9567
Litchi,nerol,643820.0,8.9159
Litchi,3-Methylbutanal,11552.0,26.2548
Litchi,farnesol,445070.0,9.5964
Loquat,Octan-2-ol,20083.0,1.9782
Loquat,coumarin,323.0,0.8193
Loquat,Methyl Benzoate,7150.0,2.8251
Loquat,1-Methylnaphthalene,7002.0,6.1988
Loquat,3-Hexanone,11509.0,6.6191
Loquat,Geraniol,637566.0,6.0767
Loquat,alpha-Maltose,439341.0,0.4377
Loquat,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone (PubChem ID: 33931),,130.1273
Loquat,Phlorizin,6072.0,7.4717
Loquat,Propyl acetate,7997.0,18.5864
Loquat,methanethiol,878.0,1.2254
Loquat,daidzein,5281708.0,4.7053
Loquat,benzaldehyde,240.0,4.3649
Loquat,benzyl alcohol,244.0,488.1889
Loquat,alpha-L-Sorbopyranose,441484.0,9.0754
Loquat,DL-Liquiritigenin,1889.0,0.313
Loquat,alpha-TERPINEOL,17100.0,18.2721
Loquat,phloretin,4788.0,5.5089
Loquat,Methyl Isobutyrate,11039.0,9.1025
Loquat,Methyl cinnamate,637520.0,11.3045
Loquat,Hexanal,6184.0,47.4699
Loquat,Linamarin,11128.0,8.5412
Loquat,2-Methyl-1-Butanol,8723.0,462.5145
Loquat,1-octanol,957.0,429.2352
Loquat,gamma-Caprolactone,12756.0,4.9713
Loquat,Heptanoic Acid,8094.0,32.6967
Loquat,salicylic acid,338.0,90.5867
Loquat,Tetradecanoic acid,11005.0,158.4372
Loquat,vanillin,1183.0,7.7102
Loquat,Dimethyl disulfide,12232.0,0.668
Loquat,(Z)-cinnamyl alcohol (PubChem ID: 5280511),,273.8072
Loquat,Heptyl acetate,8159.0,9.0394
Loquat,cinnamyl alcohol,5315892.0,258.3723
Loquat,Ethyl Vinyl Ketone,15394.0,27.9107
Loquat,hydrogen peroxide,784.0,7.7656
Loquat,Hexanoic Acid,8892.0,105.4239
Loquat,Beta-Ionone,638014.0,18.6367
Loquat,Isoeugenol,853433.0,9.7592
Loquat,betaine,247.0,6.0043
Loquat,Phenethyl acetate,7654.0,3.2767
Loquat,Phenylacetic Acid,999.0,13.2042
Loquat,cis-3-Hexenal,643941.0,9.2677
Loquat,cinnamaldehyde,637511.0,26.0919
Loquat,(-)-Epicatechin (PubChem ID: 72276),,8.8987
Loquat,trans-2-Hexenal,5281168.0,6.9122
Loquat,Sinapic Acid,637775.0,160.2651
Loquat,Cyclopentanone,8452.0,2.5677
Loquat,Undecanoic Acid,8180.0,76.8266
Loquat,2-Isopropyl-5-methylcyclohexanone,6986.0,5.715
Loquat,2-Phenylethanol,6054.0,483.0599
Loquat,trans-2-Hexenoic acid,5282707.0,154.352
Loquat,(+)-Neomenthol (PubChem ID: 439263),,4.0639
Loquat,succinic acid,1110.0,79.5826
Loquat,NSC5112,5284639.0,0.4335
Loquat,Nonanal,31289.0,39.6726
Loquat,Dihydro-beta-ionone,519382.0,11.3263
Loquat,apigenin,5280443.0,3.9684
Loquat,phenylacetaldehyde,998.0,21.3736
Loquat,trans-2-Hexen-1-Ol,5318042.0,4.4461
Loquat,Methyl 2-methylbutyrate,13357.0,15.5272
Loquat,octanoic acid,379.0,14.5438
Loquat,thiamine,1130.0,8.9263
Loquat,3-Methyl-1-butanol,31260.0,166.3822
Loquat,3-Phenylpropanoic acid,107.0,161.6882
Loquat,Propionaldehyde,527.0,3.398
Loquat,2-(4-Hydroxyphenyl)ethanol (PubChem ID: 10393),,91.5272
Loquat,Acrolein,7847.0,4.2279
Loquat,(+)-delta-Cadinene (PubChem ID: 441005),,1.8093
Loquat,indole,798.0,4.4555
Loquat,Tributyrin,6050.0,8.8978
Loquat,calcium lactate,13144.0,9.1942
Loquat,"2,3-butanedione",650.0,7.4874
Loquat,isoliquiritigenin,638278.0,0.919
Loquat,Cinnamic Acid,444539.0,178.4988
Loquat,Farnesal,5280598.0,9.8917
Loquat,delta-Octanolactone,12777.0,6.8711
Loquat,2-Methylbutanoic acid,8314.0,12.943
Loquat,"3,4-Dihydroxybenzaldehyde",8768.0,14.9038
Loquat,nerol,643820.0,1.4526
Loquat,3-Phenylpropan-1-ol,31234.0,0.5426
Loquat,3-Methylbutanal,11552.0,0.843
Loquat,farnesol,445070.0,0.9166
Loquat,Daidzin,107971.0,2.3409
Loquat,2-Methylbutyraldehyde,7284.0,36.0973
Loquat,3-methylthiopropanol,10448.0,393.4073
Loquat,Citral,638011.0,6.8978
Loquat,2-Methyl-1-propanol,6560.0,301.3927
Loquat,Methyl jasmonate,5367719.0,5.8974
Loquat,"3,4-Dihydroxybenzoic Acid",72.0,80.6199
Loquat,nicotine,89594.0,4.5877
Loquat,kaempferol,5280863.0,6.3618
Loquat,Isopropyl Myristate,8042.0,4.7621
Loquat,CID 644104,644104.0,3.2204
Loquat,Taxifolin,439533.0,1.0114
Loquat,D-mannitol,6251.0,2.9323
Loquat,2-Pentanone,7895.0,4.0187
Loquat,indole-3-acetic acid,802.0,160.7187
Loquat,Isoquercitrin,5280804.0,9.0504
Loquat,1-Pyrroline,79803.0,4.0682
Loquat,Menthone,26447.0,7.3905
Loquat,Isophorone,6544.0,3.5771
Loquat,Geranyl Acetate,1549026.0,14.7874
Loquat,cis-3-Hexenyl acetate,5363388.0,1.8781
Loquat,Methyl Dodecanoate,8139.0,14.6308
Loquat,phenol,996.0,43.1611
Loquat,Allyl Alcohol,7858.0,422.0376
Loquat,beta-Cyclocitral,9895.0,6.2588
Loquat,naringenin,439246.0,1.0782
Loquat,Isobutyraldehyde,6561.0,21.9597
Loquat,Ethyl dodecanoate,7800.0,1.4107
Loquat,stearic acid,5281.0,144.8444
Loquat,6-Methyl-5-Hepten-2-One,9862.0,8.4584
Loquat,quercetin,5280343.0,9.8007
Loquat,3-(Methylthio)propionaldehyde (PubChem ID: 18635),,26.4918
Loquat,Octanal,454.0,25.3233
Loquat,Thiamine Hydrochloride,6202.0,3.2705
Loquat,hydrogen cyanide,768.0,8.399
Loquat,Benzyl Benzoate,2345.0,4.3878
Loquat,trans-3-Hexen-1-ol,5284503.0,7.4496
Loquat,Ethyl Acetate,8857.0,4.7453
Loquat,4-Hexen-3-One,5365811.0,11.796
Loquat,Neral,643779.0,1.6331
Loquat,3-Methyl-2-butenal,61020.0,3.325
Loquat,3-Pentanone,7288.0,6.3371
Loquat,1-propanol,1031.0,169.982
Loquat,Heptanal,8130.0,28.356
Loquat,acetone,180.0,31.3345
Loquat,2-Butanone,6569.0,1.6434
Loquat,D-Lactic acid,61503.0,76.6855
Loquat,4-hydroxybenzaldehyde,126.0,1.6964
Loquat,luteolin,5280445.0,0.8943
Loquat,2-Methyl-2-Pentenal,5319754.0,2.5319
Loquat,p-coumaric acid,637542.0,50.8614
Loquat,Nonanoic Acid,8158.0,138.3452
Malay Apple,Phenethyl benzoate,7194.0,10.5506
Malay Apple,Anisole,7519.0,1.6266
Malay Apple,cis-3-Hexenal,643941.0,2.1225
Malay Apple,trans-2-Hexenal,5281168.0,7.7594
Malay Apple,3-Methyl-1-butanol,31260.0,128.5603
Mango,Isoamyl butyrate,7795.0,5.7055
Mango,cis-3-Hexenyl hexanoate,5352543.0,9.0256
Mango,coumarin,323.0,9.1812
Mango,Daidzin,107971.0,5.3378
Mango,2-Methylbutyl Acetate,12209.0,18.4374
Mango,cis-3-Hexenyl crotonate,16220110.0,0.4859
Mango,Delta-Decalactone,12810.0,7.7878
Mango,2-Methylbutyraldehyde,7284.0,25.9142
Mango,Thymol,6989.0,7.8789
Mango,3-methylthiopropanol,10448.0,44.2957
Mango,Methyl Benzoate,7150.0,19.7669
Mango,Citral,638011.0,6.7733
Mango,Ethyl Octanoate,7799.0,16.3909
Mango,2-Methyl-1-propanol,6560.0,436.0853
Mango,Vanillic acid,8468.0,160.6065
Mango,Violet leaf aldehyde,643731.0,11.2685
Mango,cis-3-Hexenyl pentanoate,5367682.0,3.9227
Mango,3-Hexanone,11509.0,5.0054
Mango,palmitic acid,985.0,17.7484
Mango,Ethyl 3-hydroxybutyrate,62572.0,18.4401
Mango,Geraniol,637566.0,8.673
Mango,Isobutyric Acid,6590.0,190.2561
Mango,Hexyl Butyrate,17525.0,3.7139
Mango,alpha-Maltose,439341.0,0.4057
Mango,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone (PubChem ID: 33931),,167.725
Mango,Phlorizin,6072.0,3.0821
Mango,Methyl jasmonate,5367719.0,7.5751
Mango,Isopentyl formate,8052.0,3.5792
Mango,"3,4-Dihydroxybenzoic Acid",72.0,160.497
Mango,nicotine,89594.0,5.0799
Mango,4-Methylpentanoic Acid,12587.0,162.3039
Mango,(-)-Epigallocatechin (PubChem ID: 72277),,7.2021
Mango,Ethyl 2-methylbutyrate,24020.0,14.596
Mango,kaempferol,5280863.0,1.5473
Mango,methanethiol,878.0,1.3029
Mango,1-Hexanol,8103.0,94.6466
Mango,daidzein,5281708.0,5.9395
Mango,eugenol,3314.0,5.8774
Mango,1-Heptanol,8129.0,187.1581
Mango,Pyridine,1049.0,27.2582
Mango,benzaldehyde,240.0,17.7195
Mango,Dipentene,22311.0,7.4242
Mango,benzyl alcohol,244.0,244.5111
Mango,Beta-Terpineol,8748.0,13.5359
Mango,alpha-L-Sorbopyranose,441484.0,1.094
Mango,3-Heptanone,7802.0,2.5046
Mango,4077-47-8,61325.0,4.6356
Mango,2-Acetylpyrrole,14079.0,28.7336
Mango,DL-Liquiritigenin,1889.0,5.5852
Mango,Ethyl Isovalerate,7945.0,10.1862
Mango,CID 644104,644104.0,7.525
Mango,Taxifolin,439533.0,9.8717
Mango,Methyl propenyl ketone,637920.0,41.0951
Mango,alpha-TERPINEOL,17100.0,18.2952
Mango,2-Pentanone,7895.0,6.157
Mango,D-mannitol,6251.0,8.2925
Mango,indole-3-acetic acid,802.0,160.3404
Mango,16491-36-4,5352438.0,8.1269
Mango,Ethyl caproate,31265.0,0.2353
Mango,Delta-Nonalactone,18698.0,4.5882
Mango,Ethyl 3-hydroxyhexanoate,61293.0,6.0855
Mango,phloretin,4788.0,2.9801
Mango,Linalyl Acetate,8294.0,13.8702
Mango,1-Pyrroline,79803.0,6.7622
Mango,gamma-Decalactone,12813.0,6.0931
Mango,Menthone,26447.0,9.8835
Mango,Ethyl Butyrate,7762.0,4.6855
Mango,Tetrahydrofurfuryl Alcohol,7360.0,479.6681
Mango,2-Hexenyl propanoate,5352463.0,7.2327
Mango,Isophorone,6544.0,7.3228
Mango,6-methyl-2-(oxiran-2-yl)hept-5-en-2-ol (PubChem ID: 102611),,0.2053
Mango,Hexanal,6184.0,9.8031
Mango,Damascenone,5366074.0,4.5993
Mango,Geranyl Acetate,1549026.0,5.6262
Mango,Linamarin,11128.0,7.2683
Mango,2-Methyl-1-Butanol,8723.0,349.8495
Mango,gamma-Caprolactone,12756.0,9.9669
Mango,cis-3-Hexenyl acetate,5363388.0,1.903
Mango,Heptanoic Acid,8094.0,162.5607
Mango,guaiacol,460.0,5.2374
Mango,3-Hexanol,12178.0,66.7577
Mango,salicylic acid,338.0,126.8504
Mango,Tetradecanoic acid,11005.0,111.4935
Mango,trans-2-Hexenyl acetate,2733294.0,6.8018
Mango,vanillin,1183.0,4.0792
Mango,Dimethyl disulfide,12232.0,0.7538
Mango,Alpha-Phellandrene,7460.0,2.6001
Mango,(Z)-cinnamyl alcohol (PubChem ID: 5280511),,326.5832
Mango,Beta-Pinene,14896.0,4.801
Mango,"2,3-Pentanedione",11747.0,8.7966
Mango,cinnamyl alcohol,5315892.0,458.8307
Mango,phenol,996.0,28.4209
Mango,Ethyl Vinyl Ketone,15394.0,37.5991
Mango,Allyl Alcohol,7858.0,135.9713
Mango,Cianidanol,9064.0,2.2982
Mango,Ethyl Crotonate,429065.0,4.8732
Mango,hydrogen peroxide,784.0,2.8365
Mango,"2,6-Nonadienal",636687.0,0.3313
Mango,beta-Cyclocitral,9895.0,5.5561
Mango,Alpha-Terpinene,7462.0,7.6843
Mango,Carveol,7438.0,3.1921
Mango,Beta-Ionone,638014.0,16.3155
Mango,dimethyl sulfide,1068.0,1.3079
Mango,Isobutyl Acetate,8038.0,13.6452
Mango,Ethyl cis-4-octenoate,5352770.0,0.546
Mango,cis-3-Hexenyl propionate,5365049.0,9.1836
Mango,Isoeugenol,853433.0,7.357
Mango,betaine,247.0,4.8859
Mango,l-Menthol,16666.0,5.7049
Mango,Phenethyl acetate,7654.0,11.8399
Mango,Isopentyl octanoate,16255.0,12.0747
Mango,P-Cresol,2879.0,37.1463
Mango,4'-Hydroxyacetophenone,7469.0,0.3531
Mango,Phenylacetic Acid,999.0,21.1135
Mango,gamma-Eudesmol,6432005.0,7.9373
Mango,Isobutyraldehyde,6561.0,28.6564
Mango,naringenin,439246.0,8.5646
Mango,Ethyl dodecanoate,7800.0,9.3846
Mango,2-Methylpentanoic acid,7341.0,78.2269
Mango,cis-3-Hexenal,643941.0,1.7083
Mango,cinnamaldehyde,637511.0,7.5327
Mango,4'-Methylacetophenone,8500.0,2.8178
Mango,Ethyl tetradecanoate,31283.0,2.3435
Mango,trans-2-Hexenal,5281168.0,0.797
Mango,Phenethyl butyrate,7658.0,10.0034
Mango,(-)-Epicatechin (PubChem ID: 72276),,2.7244
Mango,2-Pentanol,22386.0,119.3511
Mango,1-Dodecanol,8193.0,420.3294
Mango,Sinapic Acid,637775.0,158.3898
Mango,stearic acid,5281.0,138.002
Mango,6-Methyl-5-Hepten-2-One,9862.0,24.9251
Mango,Tiglic Acid,125468.0,32.7914
Mango,Cyclopentanone,8452.0,0.283
Mango,Undecanoic Acid,8180.0,18.106
Mango,2-Isopropyl-5-methylcyclohexanone,6986.0,4.5019
Mango,4-Vinylphenol,62453.0,46.601
Mango,(-)-Epigallocatechin gallate (PubChem ID: 65064),,3.3475
Mango,Methyl butyrate,12180.0,4.2722
Mango,(-)-Epicatechin gallate (PubChem ID: 107905),,1.0102
Mango,2-Heptanone,8051.0,8.3891
Mango,quercetin,5280343.0,7.7756
Mango,3-(Methylthio)propionaldehyde (PubChem ID: 18635),,9.5794
Mango,2-Phenylethanol,6054.0,311.9736
Mango,(+)-Neomenthol (PubChem ID: 439263),,7.1358
Mango,succinic acid,1110.0,73.1237
Mango,Octanal,454.0,34.2635
Mango,NSC5112,5284639.0,9.9032
Mango,Thiamine Hydrochloride,6202.0,4.2347
Mango,Nonanal,31289.0,36.232
Mango,apigenin,5280443.0,4.552
Mango,2-(4-methylphenyl)propan-2-ol (PubChem ID: 14529),,9.4501
Mango,Verbenol,61126.0,4.97
Mango,Geranylacetone,1549778.0,34.3768
Mango,phenylacetaldehyde,998.0,18.7373
Mango,hydrogen cyanide,768.0,7.9693
Mango,Benzyl Benzoate,2345.0,11.9859
Mango,trans-2-Hexen-1-Ol,5318042.0,9.6743
Mango,Campholenic aldehyde,98497.0,29.0643
Mango,Butyl acetate,31272.0,14.1271
Mango,Geranyl butyrate,5355856.0,13.9993
Mango,lauric acid,3893.0,98.1773
Mango,octanoic acid,379.0,174.8578
Mango,trans-3-Hexen-1-ol,5284503.0,3.4659
Mango,5-Methylfurfural,12097.0,5.0723
Mango,thiamine,1130.0,9.8413
Mango,3-Phenylpropanoic acid,107.0,36.9108
Mango,3-Methyl-1-butanol,31260.0,351.4567
Mango,Ethyl Acetate,8857.0,13.2894
Mango,3-Methyl-2-Buten-1-Ol,11173.0,2.5732
Mango,Ethyl Isobutyrate,7342.0,10.9531
Mango,Propionaldehyde,527.0,8.012
Mango,4-Hexen-3-One,5365811.0,16.3724
Mango,5-Methylhexanoic Acid,12344.0,67.1563
Mango,Silica,24261.0,2.6191
Mango,Neral,643779.0,6.3554
Mango,Hexyl acetate,8908.0,13.9252
Mango,3658-77-3,19309.0,5.2276
Mango,Gallocatechin,65084.0,2.3876
Mango,Benzothiazole,7222.0,0.4999
Mango,Decanoic acid,2969.0,122.7143
Mango,2-Furaldehyde,7362.0,9.847
Mango,Benzyl Acetate,8785.0,7.5194
Mango,3-Methyl-2-butenal,61020.0,6.2327
Mango,"trans,trans-2,4-Heptadienal",5283321.0,1.5483
Mango,3-Pentanone,7288.0,3.7893
Mango,14400-67-0,85730.0,0.3194
Mango,2-Tridecanone,11622.0,7.2994
Mango,cis-3-Hexenyl formate,5365587.0,3.2601
Mango,2-(4-Hydroxyphenyl)ethanol (PubChem ID: 10393),,154.1347
Mango,lactic acid,612.0,110.5008
Mango,2-Pentylfuran,19602.0,38.6323
Mango,Acrolein,7847.0,8.9513
Mango,(+)-delta-Cadinene (PubChem ID: 441005),,8.5221
Mango,trans-2-Pentenal,5364752.0,9.4887
Mango,2-methylpropyl but-2-enoate,61135.0,1.9635
Mango,indole,798.0,7.8044
Mango,Methyl Hexanoate,7824.0,10.9677
Mango,Tributyrin,6050.0,0.1621
Mango,Myrcene,31253.0,6.2342
Mango,Heptanal,8130.0,17.9608
Mango,Alpha-Pinene,6654.0,1.6767
Mango,calcium lactate,13144.0,15.902
Mango,acetone,180.0,19.3859
Mango,Isobutyl butyrate,10885.0,10.7188
Mango,Isoamyl Acetate,31276.0,15.1774
Mango,2-Butanone,6569.0,7.0676
Mango,"2,3-butanedione",650.0,3.2108
Mango,Dodecanal,8194.0,46.3818
Mango,2-Methoxy-4-vinylphenol,332.0,24.0757
Mango,trans-2-Nonenal,5283335.0,3.1039
Mango,D-Lactic acid,61503.0,112.2371
Mango,isoliquiritigenin,638278.0,2.1312
Mango,2-Methoxy-4-Methylphenol,7144.0,25.6861
Mango,4-hydroxybenzaldehyde,126.0,38.8105
Mango,Vanillylacetone,31211.0,2.6093
Mango,Cinnamic Acid,444539.0,37.7881
Mango,Farnesal,5280598.0,5.3021
Mango,luteolin,5280445.0,6.0694
Mango,2-Methylpentanal,31245.0,19.5924
Mango,Valencene,9855795.0,6.9589
Mango,delta-Octanolactone,12777.0,8.1544
Mango,2-Methyl-2-Pentenal,5319754.0,6.3415
Mango,gamma-Nonanolactone,7710.0,6.5513
Mango,2-Methylbutanoic acid,8314.0,176.6159
Mango,3-Methyl-1-Pentanol,11508.0,386.8411
Mango,(E)-Hept-2-enal (PubChem ID: 5283316),,4.7641
Mango,Neryl acetate,1549025.0,17.6698
Mango,"3,4-Dihydroxybenzaldehyde",8768.0,20.4722
Mango,Neryl butyrate,5352162.0,7.1823
Mango,p-coumaric acid,637542.0,98.2341
Mango,1-Penten-3-Ol,12020.0,6.9057
Mango,Ethyl Palmitate,12366.0,0.1596
Mango,delta-Hexalactone,13204.0,8.5683
Mango,Linalool,6549.0,13.9598
Mango,Nonanoic Acid,8158.0,198.6289
Mango,nerol,643820.0,7.8099
